Product_ID,Ingredient_ID,Common_Ingredient_Name,Ingredient_Order,Ingredient_Name_Listed,Ingredient_Notes
4,132,Jojoba Oil,10,Jojoba Seed Oil,na
4,145,Macadamia Seed Oil,11,Macadamia Seed Oil,na
4,117,Hemp Seed Oil,12,Hemp Seed Oil,na
4,235,Tea Tree Oil,13,Tea Tree Oil,na
4,8,Aloe Vera,14,Aloe Vera,na
4,65,Cocoa Butter,15,Cocoa Seed Butter,na
4,178,Phenyl Trimethicone,16,Phenyl Trimethicone,na
4,151,Menthol Bht Triclosan,17,Menthol Bht Triclosan,na
4,103,Fragrance,18,Fragrance,na
5,174,Petrolatum,1,Petrolatum,na
5,18,Beeswax,2,Beeswax,na
5,11,Aluminum Starch Octenylsuccinate,3,Aluminum Starch Octenylsuccinate,Anti-caking
5,81,Dimethicone,4,Dimethicone,na
5,177,Phenoxyethanol,5,Phenoxyethanol,na
5,98,Ethylhexylglycerin,6,Ethylhexylglycerin,na
6,252,Water,1,Water,na
6,174,Petrolatum,2,Petrolatum,na
6,158,Mineral Oil,3,Mineral Oil,na
6,163,Ozokerite Wax,4,Ozokerite,na
6,136,Lanolin Alcohol,5,Lanolin Alcohol,Derived from Lanolin
6,193,Propylene Glycol,6,Propylene Glycol,na
6,79,Diazolidinyl Urea,7,Diazolidinyl Urea,na
6,125,Iodopropynyl Butylcarbamate,8,Iodopropynyl Butylcarbamate,na
7,252,Water,1,Water,na
7,174,Petrolatum,2,Petrolatum,na
7,158,Mineral Oil,3,Mineral Oil,na
7,163,Ozokerite Wax,4,Ozokerite,na
7,136,Lanolin Alcohol,5,Lanolin Alcohol,Derived from Lanolin
7,2,Acacia Decurrens Wax,6,Acacia Decurrens Wax,na
7,133,Jojoba Wax,7,Jojoba Wax,na
7,229,Sunflower Seed Wax,8,Sunflower Seed Wax,na
7,183,Polyglyceryl-3 Esters,9,Polyglyceryl-3 Esters,na
7,193,Propylene Glycol,10,Propylene Glycol,na
7,79,Diazolidinyl Urea,11,Diazolidinyl Urea,na
7,125,Iodopropynyl Butylcarbamate,12,Iodopropynyl Butylcarbamate,na
8,114,Grape Seed Oil,1,Grape Seed Oil,na
8,92,Emulsifying Wax,2,Emulsifying Wax,na
8,18,Beeswax,3,Beeswax,na
8,203,Shea Butter,4,Shea Butter,na
8,132,Jojoba Oil,5,Jojoba Seed Oil,na
8,117,Hemp Seed Oil,6,Hemp Seed Oil,na
8,202,Shag Bark Extract,7,Shag Bark Extract,na
8,235,Tea Tree Oil,8,Tea Tree Oil,na
8,197,Rosemary Oil,9,Rosemary Oil,na
8,172,Peppermint Oil,10,Peppermint Oil,na
8,68,Comfrey Extract,11,Comfrey Root Extract,na
8,250,Vitamin E ,12,Tocopherol,na
9,174,Petrolatum,1,Petrolatum,na
10,158,Mineral Oil,1,Mineral Oil,na
10,252,Water,1,Water,na
10,110,Glyceryl Stearate,2,Glyceryl Stearate,na
10,50,Cetearyl Alcohol,3,Cetearyl Alcohol,na
10,223,Stearic Acid,4,Stearic Acid,na
10,107,Glycerin,5,Glycerin,na
10,135,Lanolin,6,Lanolin,na
10,79,Diazolidinyl Urea,7,Diazolidinyl Urea,na
10,125,Iodopropynyl Butylcarbamate,8,Iodopropynyl Butylcarbamate,na
10,56,Cetyl Hydroxethylcellulose,9,Cetyl Hydroxethylcellulose,na
10,167,PEG-100 Stearate,10,PEG-100 Stearate,na
10,188,Potassium Sorbate,11,Potassium Sorbate,na
10,91,EDTA,12,Disodium EDTA,na
10,250,Vitamin E ,13,Tocopheryl Acetate,na
10,8,Aloe Vera,14,Aloe Leaf Juice,na
10,69,Corn Oil,15,Corn Oil,na
10,195,Retinyl Palmitate,16,Retinyl Palmitate,na
10,58,Cholecalciferol,17,Cholecalciferol,na
11,252,Water,1,Water,na
11,50,Cetearyl Alcohol,2,Cetearyl Alcohol,na
11,81,Dimethicone,3,Dimethicone,na
11,158,Mineral Oil,4,Mineral Oil,na
11,160,Octyldodecanol,5,Octyldodecanol,na
11,168,PEG-20 Stearate,6,PEG-20 Stearate,na
11,135,Lanolin,7,Lanolin,na
11,235,Tea Tree Oil,8,Tea Tree Oil,na
11,157,Methylparaben,9,Methylparaben,na
11,194,Propylparaben,10,Propylparaben,Preservative
11,142,Limonene,11,Limonene,na
12,74,Cyclopentasiloxane,1,Cyclopentasiloxane,na
12,81,Dimethicone,2,Dimethicone Crosspolymer,na
12,82,Dimethicone/Vinyl Dimethicone Crosspolymer,3,Dimethicone/Vinyl Dimethicone Crosspolymer,na
12,70,Corn Starch,4,Corn Starch,na
13,66,Coconut Oil,1,Coconut Oil,na
13,18,Beeswax,2,Beeswax,na
13,132,Jojoba Oil,3,Jojoba Oil,na
13,114,Grape Seed Oil,4,Grape Seed Oil,na
13,13,Apricot Oil,5,Apricot Oil,na
13,196,Rosehip Oil,6,Rosehip Oil,na
13,65,Cocoa Butter,7,Cocoa Butter,na
13,203,Shea Butter,8,Shea Butter,na
13,40,Candelilla Wax,9,Candelilla Wax,Beeswax or Carnuba Wax Substitute; plant based
13,230,Sweet Almond Oil,10,Sweet Almond Oil,na
13,39,Calendula Extract,11,Calendula Flower Extract,na
13,15,Avocado Oil,12,Avocado Oil,na
13,95,Essential Oils,13,Essential Oils,na
13,250,Vitamin E ,14,Tocopherol/Vitamin E,na
14,81,Dimethicone,1,Dimethicone,na
14,8,Aloe Vera,2,Aloe Vera Extract,na
14,250,Vitamin E ,3,Vitamin E,na
15,121,Hydrogenated Polyisobutene,1,Hydrogenated Polyisobutene,na
15,218,Soybean Oil,2,Soybean Oil,na
15,97,Ethylene/Propylene/Styrene Copolymer,3,Ethylene/Propulene/Styrene Copolymer,na
15,70,Corn Starch,4,Corn Starch,na
15,198,Safflower Seed Oil,5,Carthamus Tinctorius Seed Oil,na
15,37,C18-36 Acid Triglycerides,6,C18-36 Acid Triglycerides,na
15,32,Butylene/Ethlene/Styrene Copolymer,7,Butylene/Ethlene/Styrene Copolymer,na
15,74,Cyclopentasiloxane,8,Cyclopentasiloxane,na
15,128,Isononyl Isononanoate,9,Isononyl Isononanoate,na
15,260,Zinc Oxide,10,CL 77497,Zinc Oxide Mineral Powder number is CL 77497
15,18,Beeswax,11,Cera Alba (Beeswax),na
15,81,Dimethicone,12,PEG 10 Dimethicone,na
15,250,Vitamin E ,13,Tocopheryl Acetate,na
15,245,Vitamin A,14,Retinyl Palmitate,na
15,249,Vitamin D3,15,Cholecalciferol,na
15,248,Vitamin C,16,Ascorbic Acid,na
15,247,Vitamin B6,17,Pyridoxine HCL,na
15,251,Vitamin K1,18,Phytonadione,na
15,113,Goji Berry Extract,19,Lycium Barbarum,na
15,3,Acai Fruit Extract,20,Euterpe Oleracea (Acai Fruit Extract),na
15,187,Pomegranate Extract,21,Punica Grantum,na
15,72,Cranberry Fruit Extract,22,Vaccinium Macrocarpon,na
15,203,Shea Butter,23,Butyrospermum Parkii (Shea) Butter,na
15,228,Sunflower Oil,24,Helianthus Annuus (Sunflower) Seed Oil,na
15,235,Tea Tree Oil,25,Melaleuca Alternifolia,na
15,149,Melia Azadirachta Seed Oil,26,Melia Azadirachta Seed Oil,anti-bacterial
15,65,Cocoa Butter,27,Theobroma Cacao (Cocoa Seed) Butter,na
15,107,Glycerin,28,Glycerin,na
15,132,Jojoba Oil,29,Simmondsia Chinensis (Jojoba) Oil,na
15,82,Dimethicone/Vinyl Dimethicone Crosspolymer,30,Dimethicone/Vinyl Dimethicone Crosspolymer,na
15,42,Caprylic/Capric Triglyceride,31,Caprylic/Capric Triglyceride 1 2,na
15,118,Hexanediol,32,Hexanediol,na
15,43,Caprylyl Glycol,33,Caprylyl Glycol,na
15,73,Cyclomethicone,34,Cyclomethicone,na
15,38,C4 24 Alkyl Dimethicone/Divinyldimethicone Crosspolymer,35,C4 24 Alkyl Dimethicone/Divinyldimethicone Crosspolymer,na
15,154,Methicone,36,Methicone,na
16,81,Dimethicone,1,Dimethicone,na
16,74,Cyclopentasiloxane,2,Cyclopentasiloxane,na
16,191,Propane,3,Propellant,na
16,30,Butane,4,Propellant,na
17,73,Cyclomethicone,1,Cyclomethicone,na
17,127,Isododecane,2,Isododecane,na
17,228,Sunflower Oil,3,Sunflower Seed Oil,na
17,81,Dimethicone,4,Dimethicone,na
17,162,Olive Oil,5,Olive Fruit Oil,na
17,201,Sesame Seed Oil,6,Sesame Seed Oil,na
17,253,Wheat Germ Oil,7,Wheat Germ Oil,na
17,250,Vitamin E ,8,Vitamin E,na
17,132,Jojoba Oil,9,Jojoba Seed Oil,na
17,101,Evening Primrose Oil,10,Evening Primrose Oil,na
17,194,Propylparaben,11,Propylparaben,Preservative
17,103,Fragrance,12,Fragrance,na
18,252,Water,1,Water,na
18,8,Aloe Vera,2,Aloe Barbadensis Leaf Juice,na
18,228,Sunflower Oil,3,Helianthus Annuus (Sunflower) Seed Oil,na
18,110,Glyceryl Stearate,4,Glyceryl Stearate,na
18,18,Beeswax,5,Beeswax,na
18,203,Shea Butter,6,Butyrospermum Parkii (Shea) Butter,na
18,47,Castor Oil,7,Ricinus Cummunis (Castor Seed) Oil,na
18,92,Emulsifying Wax,8,Emulsifying Wax,na
18,90,Echinacea ,9,Echinacea Purpurea,na
18,235,Tea Tree Oil,10,Melaleuca Alternifolia,na
18,246,Vitamin B5,11,Panthenol,na
18,207,Sodium Carbomer,12,Sodium Carbomer,na
18,177,Phenoxyethanol,13,Phenoxyethanol,na
18,98,Ethylhexylglycerin,14,Ethyl Hexyl Glycerin,na
19,252,Water,1,Water,na
19,8,Aloe Vera,2,Aloe Vera Gel,na
19,76,Decyl Oleate,3,Decyl Oleate,na
19,19,Behentrimonium Methosulfate,4,Behentrimonium Methosulfate,na
19,107,Glycerin,5,Glycerine,na
19,92,Emulsifying Wax,6,N.F. - Grade Emulsifying Wax,NF refers to a specific specification for cosmetics
19,254,White Oak Bark Extrack,7,White Oak Bark Extrack,na
19,50,Cetearyl Alcohol,8,Cetearyl Alcohol,na
19,7,Allantoin,9,Allantoin,na
19,164,Panthenol,10,Panthenol,Provitiman B5
19,250,Vitamin E ,11,Tocopheryl Acetate,na
19,230,Sweet Almond Oil,12,Sweet Almond Oil,na
19,217,Soy Sterols,13,Soy Sterols,na
19,250,Vitamin E ,14,Mixed Tocopherols,na
19,140,Lecithin,15,Lecithin,na
19,115,Green Tea Extract,16,Green Tea Extract,na
19,29,Bisabolol,17,Chamomile Extract,na
19,177,Phenoxyethanol,18,Phenoxyethanol,na
19,98,Ethylhexylglycerin,19,Ethyl Hexyl Glycerin,na
20,8,Aloe Vera,1,Aloe Babardensis Leaf Juice,na
20,29,Bisabolol,2,Bisabolol,na
20,32,Butylene/Ethlene/Styrene Copolymer,3,Butylene/Ethlene/Styrene Copolymer,na
20,37,C18-36 Acid Triglycerides,4,C18-36 Acid Triglycerides,na
20,42,Caprylic/Capric Triglyceride,5,Caprylic/Capric Triglyceride,na
20,81,Dimethicone,6,Dimethicone 1%,"Actual Product Order not known; Best Guess; listed first as ""active ingretient"""
20,100,Eucalyptus Oil,7,Eucalyptus Globulus Leaf Oil,na
20,106,Ginkgo Biloba Leaf Extract,8,Ginkgo Biloba Leaf Extract,na
20,235,Tea Tree Oil,9,Melaeuca Alternifolia (Tea Tree) Leaf Oil,na
20,172,Peppermint Oil,10,Mentha Piperita (Pepperment) Leaf Oil,na
20,152,Menthyl,11,Menthyl,na
20,134,Lactate,12,Lactate,na
20,157,Methylparaben,13,Methylparaben,na
20,158,Mineral Oil,14,Mineral Oil,na
20,174,Petrolatum,15,Petrolatum,na
20,194,Propylparaben,16,Propyl Paraben,Preservative
20,232,Synthetic Beeswax,17,Synthetic Beeswax,na
20,250,Vitamin E ,18,Tocopheryl Acetate,na
20,237,Tribehenin,19,Tribehenin,na
21,174,Petrolatum,1,White Petrolatum,na
21,55,Cetyl Esters Wax NF,2,Synthetic Spermaceti Wax (coconut derived),na
21,21,Bentone Gel,3,Bentone Gel,na
21,135,Lanolin,4,Lanolin,na
22,135,Lanolin,1,Lanolin,"Actual Product Order not known; Best Guess; listed first as ""active ingretient"""
22,18,Beeswax,2,Yellow Bees Wax,na
22,91,EDTA,3,Disodium EDTA,na
22,89,DMDM Hydantoin+IPBC,4,DMDM Hydantoin+IPBC,na
22,103,Fragrance,5,Fragrance,na
22,136,Lanolin Alcohol,6,Lanolin Alcohol,Derived from Lanolin
22,155,Methyl Salicylate,7,Methyl Salicylate,na
22,158,Mineral Oil,8,Mineral Oil,na
22,174,Petrolatum,9,Petrolatum,na
22,252,Water,10,Water,na
22,206,Sodium Borate,11,Sodium Borate,na
22,214,Sorbitan Sesquioleate,12,Sorbitan Sesquioleate,na
23,260,Zinc Oxide,1,Zinc Oxide 16%,na
23,47,Castor Oil,2,Castor Oil,na
23,158,Mineral Oil,3,Mineral Oil,na
23,165,Paraffin,4,Paraffin,na
23,173,Peru Balsam,5,Perivian Balsam,na
23,174,Petrolatum,6,Petrolatum,na
24,174,Petrolatum,1,Petrolatum,na
24,163,Ozokerite Wax,2,Ozokerite,na
24,121,Hydrogenated Polyisobutene,3,Hydrogenated Polyisobutene,na
24,50,Cetearyl Alcohol,4,Cetearyl Alcohol,na
24,239,Tricontanyl PVP,5,Tricontanyl PVP,na
24,81,Dimethicone,6,Stearyl Dimethicone,na
24,177,Phenoxyethanol,7,Phenoxyethanol,na
24,8,Aloe Vera,8,Aloe Extract,na
24,250,Vitamin E ,9,Vitamin E,na
24,218,Soybean Oil,10,Maleated Soybean Oil,na
24,14,Ascorbyl Palmitate,11,Ascorbyl Palmitate,Anti-oxident; Vitamin C deritivitive
24,103,Fragrance,12,Fragrance,na
24,236,Tolnaftate,13,Tolnaftate 1%,"Actual Product Order not known; Best Guess; listed first as ""active ingretient"""
24,238,Triclosan,14,Triclosan,"Actual Product Order not known; Best Guess; listed first as ""active ingretient"""
25,18,Beeswax,1,Beeswax,na
25,162,Olive Oil,2,Olive Oil,na
25,24,Benzoin,3,Benzoin,na
25,141,Lemongrass,4,Lemongrass,na
25,39,Calendula Extract,5,Calendula,na
26,252,Water,1,Water,na
26,233,Talc,2,Talc,na
26,234,Tapioca Starch,3,Tapioca Starch,na
26,193,Propylene Glycol,4,Propylene Glycol,na
26,53,Cetyl Alcohol,5,Cetyl Alcohol,na
26,185,Polysorbate 60,6,Polysorbate-60,na
26,50,Cetearyl Alcohol,7,Cetearyl Alcohol,na
26,240,Triethanolamine,8,Triethanolamine,aka TEA
26,44,Carbomer,9,Carbomer,na
26,25,Benzyl Alcohol,10,Benzyl Alcohol,na
26,7,Allantoin,11,Allantion (Comfrey Root Derived),na
26,107,Glycerin,12,Glycerin,na
26,91,EDTA,13,Disodium EDTA,na
26,235,Tea Tree Oil,14,Melaeuca Alternifolia (Tea Tree) Leaf Oil,na
26,257,Xanthan Gum,15,Xanthan Gum (Natural Thickener),Natural Thickener
26,177,Phenoxyethanol,16,Phenoxyethanol,na
26,150,Menthol,17,Menthol,na
26,98,Ethylhexylglycerin,18,Ethylhexylglycerin,na
26,100,Eucalyptus Oil,19,Eucalyptus (Globulus) Oil,na
26,172,Peppermint Oil,20,Mentha Piperita (Peppermint) Oil,na
27,252,Water,1,Aqua,na
27,50,Cetearyl Alcohol,2,Cetearyl Alcohol,na
27,107,Glycerin,3,Glycerin,na
27,57,Cetyl Palmitate,4,Cetyl Palmitate,na
27,16,Barley Extract,5,Hordeum Distichon (Barley) Extract,na
27,255,Willow Extract,6,Epilobium Angustifolium Flower/Leaf/Stem Extract,na
27,81,Dimethicone,7,Dimethicone,na
27,164,Panthenol,8,Panthenol,Provitiman B5
27,250,Vitamin E ,8,Tocopheryl Acetate,na
27,248,Vitamin C,9,tetrahexyldecyl ascorbate,na
27,175,Phellodendron Amurense Bark Extract,11,Phellodendrom Amurense Bark Extract,na
27,200,Sandalwood Extract,12,santalum album (sandalwood) extract,na
27,100,Eucalyptus Oil,13,Eucalyptus Globulus Leaf Oil,na
27,139,Lavender Oil,14,lavandula angustifolia (lavender) oil,na
27,235,Tea Tree Oil,15,Melaeuca Alternifolia (Tea Tree) Leaf Oil,na
27,172,Peppermint Oil,16,mentha piperita (peppermint) oil,na
27,51,Cetearyl Glucoside,17,Cetearyl Glucoside,na
27,153,Menthyl Lactate,18,Menthyl Lactate,na
27,123,Hydroxyphenyl Propamidobenzoic Acid,19,Hydroxyphenyl Propamidobenzoic Acid,na
